disease,city,year,week,cases
COVID-19,Jeju,2021,43,42
COVID-19,Jeju,2021,44,63
COVID-19,Jeju,2021,45,111
COVID-19,Jeju,2021,46,173
COVID-19,Jeju,2021,47,191
COVID-19,Jeju,2021,48,182
COVID-19,Jeju,2021,49,324
COVID-19,Jeju,2021,50,224
COVID-19,Jeju,2021,51,178
COVID-19,Jeju,2021,52,92
COVID-19,Jeju,2021,53,22
COVID-19,Jeju,2022,1,180
COVID-19,Jeju,2022,2,67
COVID-19,Jeju,2022,3,97
COVID-19,Jeju,2022,4,366
COVID-19,Jeju,2022,5,1188
COVID-19,Jeju,2022,6,3141
COVID-19,Jeju,2022,7,6412
COVID-19,Jeju,2022,8,11790
COVID-19,Jeju,2022,9,19951
COVID-19,Jeju,2022,10,30749
COVID-19,Jeju,2022,11,37563
COVID-19,Jeju,2022,12,30954
COVID-19,Jeju,2022,13,28369
COVID-19,Jeju,2022,14,20489
COVID-19,Jeju,2022,15,13350
COVID-19,Jeju,2022,16,7953
COVID-19,Jeju,2022,17,5674
COVID-19,Jeju,2022,18,3734
COVID-19,Jeju,2022,19,3249
COVID-19,Jeju,2022,20,2408
COVID-19,Jeju,2022,21,2232
COVID-19,Jeju,2022,22,1371
COVID-19,Jeju,2022,23,1048
COVID-19,Jeju,2022,24,834
COVID-19,Jeju,2022,25,726
COVID-19,Jeju,2022,26,1133
COVID-19,Jeju,2022,27,2505
COVID-19,Jeju,2022,28,5596
COVID-19,Jeju,2022,29,10327
COVID-19,Jeju,2022,30,11765
COVID-19,Jeju,2022,31,11551
COVID-19,Jeju,2022,32,12674
COVID-19,Jeju,2022,33,12940
COVID-19,Jeju,2022,34,10647
COVID-19,Jeju,2022,35,6804
COVID-19,Jeju,2022,36,3844
COVID-19,Jeju,2022,37,2576
COVID-19,Jeju,2022,38,1775
COVID-19,Jeju,2022,39,1426
COVID-19,Jeju,2022,40,1218
COVID-19,Jeju,2022,41,1152
COVID-19,Jeju,2022,42,1118
COVID-19,Jeju,2022,43,1400
COVID-19,Jeju,2022,44,1769
COVID-19,Jeju,2022,45,2192
COVID-19,Jeju,2022,46,2419
COVID-19,Jeju,2022,47,2347
COVID-19,Jeju,2022,48,2484
COVID-19,Jeju,2022,49,3412
COVID-19,Jeju,2022,50,3987
COVID-19,Jeju,2022,51,4374
COVID-19,Jeju,2022,52,3986
COVID-19,Jeju,2023,1,5417
COVID-19,Jeju,2023,2,3533
COVID-19,Jeju,2023,3,2498
COVID-19,Jeju,2023,4,2128
COVID-19,Jeju,2023,5,1751
COVID-19,Jeju,2023,6,1579
COVID-19,Jeju,2023,7,1261
COVID-19,Jeju,2023,8,1249
COVID-19,Jeju,2023,9,1236
COVID-19,Jeju,2023,10,1471
COVID-19,Jeju,2023,11,1366
COVID-19,Jeju,2023,12,1310
COVID-19,Jeju,2023,13,999
COVID-19,Jeju,2023,14,868
COVID-19,Jeju,2023,15,812
COVID-19,Jeju,2023,16,1030
COVID-19,Jeju,2023,17,1100
COVID-19,Jeju,2023,18,1327
COVID-19,Jeju,2023,19,1741
COVID-19,Jeju,2023,20,2002
COVID-19,Jeju,2023,21,1979
COVID-19,Jeju,2023,22,2119
COVID-19,Jeju,2023,23,2525
COVID-19,Jeju,2023,24,3006
COVID-19,Jeju,2023,25,2664
COVID-19,Jeju,2023,26,2750
COVID-19,Jeju,2023,27,3609
COVID-19,Jeju,2023,28,4297
COVID-19,Jeju,2023,29,5738
COVID-19,Jeju,2023,30,5904
COVID-19,Jeju,2023,31,5283
COVID-19,Jeju,2023,32,4281
COVID-19,Jeju,2023,33,2934
COVID-19,Jeju,2023,34,2408
COVID-19,Jeju,2023,35,1394
COVID-19,Jeonbuk,2020,4,0
COVID-19,Jeonbuk,2020,5,1
COVID-19,Jeonbuk,2020,6,0
COVID-19,Jeonbuk,2020,7,0
COVID-19,Jeonbuk,2020,8,2
COVID-19,Jeonbuk,2020,9,2
COVID-19,Jeonbuk,2020,10,2
COVID-19,Jeonbuk,2020,11,0
COVID-19,Jeonbuk,2020,12,3
COVID-19,Jeonbuk,2020,13,2
COVID-19,Jeonbuk,2020,14,4
COVID-19,Jeonbuk,2020,15,1
COVID-19,Jeonbuk,2020,16,0
COVID-19,Jeonbuk,2020,17,1
COVID-19,Jeonbuk,2020,18,0
COVID-19,Jeonbuk,2020,19,1
COVID-19,Jeonbuk,2020,20,1
COVID-19,Jeonbuk,2020,21,1
COVID-19,Jeonbuk,2020,22,0
COVID-19,Jeonbuk,2020,23,0
COVID-19,Jeonbuk,2020,24,0
COVID-19,Jeonbuk,2020,25,2
COVID-19,Jeonbuk,2020,26,3
COVID-19,Jeonbuk,2020,27,3
COVID-19,Jeonbuk,2020,28,7
COVID-19,Jeonbuk,2020,29,2
COVID-19,Jeonbuk,2020,30,1
COVID-19,Jeonbuk,2020,31,0
COVID-19,Jeonbuk,2020,32,0
COVID-19,Jeonbuk,2020,33,4
COVID-19,Jeonbuk,2020,34,24
COVID-19,Jeonbuk,2020,35,19
COVID-19,Jeonbuk,2020,36,4
COVID-19,Jeonbuk,2020,37,9
COVID-19,Jeonbuk,2020,38,16
COVID-19,Jeonbuk,2020,39,10
COVID-19,Jeonbuk,2020,40,4
COVID-19,Jeonbuk,2020,41,20
COVID-19,Jeonbuk,2020,42,6
COVID-19,Jeonbuk,2020,43,5
COVID-19,Jeonbuk,2020,44,6
COVID-19,Jeonbuk,2020,45,1
COVID-19,Jeonbuk,2020,46,11
COVID-19,Jeonbuk,2020,47,42
COVID-19,Jeonbuk,2020,48,98
COVID-19,Jeonbuk,2020,49,103
COVID-19,Jeonbuk,2020,50,77
COVID-19,Jeonbuk,2020,51,177
COVID-19,Jeonbuk,2020,52,109
COVID-19,Jeonbuk,2020,53,53
COVID-19,Jeonbuk,2021,1,70
COVID-19,Jeonbuk,2021,2,58
COVID-19,Jeonbuk,2021,3,24
COVID-19,Jeonbuk,2021,4,26
COVID-19,Jeonbuk,2021,5,20
COVID-19,Jeonbuk,2021,6,25
COVID-19,Jeonbuk,2021,7,40
COVID-19,Jeonbuk,2021,8,67
COVID-19,Jeonbuk,2021,9,42
COVID-19,Jeonbuk,2021,10,38
COVID-19,Jeonbuk,2021,11,90
COVID-19,Jeonbuk,2021,12,37
COVID-19,Jeonbuk,2021,13,134
COVID-19,Jeonbuk,2021,14,164
COVID-19,Jeonbuk,2021,15,128
COVID-19,Jeonbuk,2021,16,58
COVID-19,Jeonbuk,2021,17,76
COVID-19,Jeonbuk,2021,18,54
COVID-19,Jeonbuk,2021,19,92
COVID-19,Jeonbuk,2021,20,74
COVID-19,Jeonbuk,2021,21,38
COVID-19,Jeonbuk,2021,22,54
COVID-19,Jeonbuk,2021,23,22
COVID-19,Jeonbuk,2021,24,27
COVID-19,Jeonbuk,2021,25,26
COVID-19,Jeonbuk,2021,26,40
COVID-19,Jeonbuk,2021,27,47
COVID-19,Jeonbuk,2021,28,81
COVID-19,Jeonbuk,2021,29,107
COVID-19,Jeonbuk,2021,30,161
COVID-19,Jeonbuk,2021,31,155
COVID-19,Jeonbuk,2021,32,167
COVID-19,Jeonbuk,2021,33,183
COVID-19,Jeonbuk,2021,34,250
COVID-19,Jeonbuk,2021,35,164
COVID-19,Jeonbuk,2021,36,151
COVID-19,Jeonbuk,2021,37,192
COVID-19,Jeonbuk,2021,38,311
COVID-19,Jeonbuk,2021,39,245
COVID-19,Jeonbuk,2021,40,139
COVID-19,Jeonbuk,2021,41,114
COVID-19,Jeonbuk,2021,42,96
COVID-19,Jeonbuk,2021,43,239
COVID-19,Jeonbuk,2021,44,192
COVID-19,Jeonbuk,2021,45,275
COVID-19,Jeonbuk,2021,46,293
COVID-19,Jeonbuk,2021,47,286
COVID-19,Jeonbuk,2021,48,407
COVID-19,Jeonbuk,2021,49,664
COVID-19,Jeonbuk,2021,50,792
COVID-19,Jeonbuk,2021,51,855
COVID-19,Jeonbuk,2021,52,617
COVID-19,Jeonbuk,2021,53,24
COVID-19,Jeonbuk,2022,1,736
COVID-19,Jeonbuk,2022,2,665
COVID-19,Jeonbuk,2022,3,1032
COVID-19,Jeonbuk,2022,4,2407
COVID-19,Jeonbuk,2022,5,6071
COVID-19,Jeonbuk,2022,6,10522
COVID-19,Jeonbuk,2022,7,16096
COVID-19,Jeonbuk,2022,8,25716
COVID-19,Jeonbuk,2022,9,40083
COVID-19,Jeonbuk,2022,10,63207
COVID-19,Jeonbuk,2022,11,86879
COVID-19,Jeonbuk,2022,12,85168
COVID-19,Jeonbuk,2022,13,75188
COVID-19,Jeonbuk,2022,14,56261
COVID-19,Jeonbuk,2022,15,40499
COVID-19,Jeonbuk,2022,16,25385
COVID-19,Jeonbuk,2022,17,17671
COVID-19,Jeonbuk,2022,18,11472
COVID-19,Jeonbuk,2022,19,10221
COVID-19,Jeonbuk,2022,20,7223
COVID-19,Jeonbuk,2022,21,4926
COVID-19,Jeonbuk,2022,22,2905
COVID-19,Jeonbuk,2022,23,2142
COVID-19,Jeonbuk,2022,24,1456
COVID-19,Jeonbuk,2022,25,1334
COVID-19,Jeonbuk,2022,26,1732
COVID-19,Jeonbuk,2022,27,3096
COVID-19,Jeonbuk,2022,28,6951
COVID-19,Jeonbuk,2022,29,13942
COVID-19,Jeonbuk,2022,30,19153
COVID-19,Jeonbuk,2022,31,26440
COVID-19,Jeonbuk,2022,32,34214
COVID-19,Jeonbuk,2022,33,34922
COVID-19,Jeonbuk,2022,34,29512
COVID-19,Jeonbuk,2022,35,22016
COVID-19,Jeonbuk,2022,36,16333
COVID-19,Jeonbuk,2022,37,14653
COVID-19,Jeonbuk,2022,38,7686
COVID-19,Jeonbuk,2022,39,6182
COVID-19,Jeonbuk,2022,40,4640
COVID-19,Jeonbuk,2022,41,4545
COVID-19,Jeonbuk,2022,42,5104
COVID-19,Jeonbuk,2022,43,6738
COVID-19,Jeonbuk,2022,44,8947
COVID-19,Jeonbuk,2022,45,10811
COVID-19,Jeonbuk,2022,46,11717
COVID-19,Jeonbuk,2022,47,11970
COVID-19,Jeonbuk,2022,48,12123
COVID-19,Jeonbuk,2022,49,13567
COVID-19,Jeonbuk,2022,50,14700
COVID-19,Jeonbuk,2022,51,14836
COVID-19,Jeonbuk,2022,52,11452
COVID-19,Jeonbuk,2023,1,14897
COVID-19,Jeonbuk,2023,2,9516
COVID-19,Jeonbuk,2023,3,6614
COVID-19,Jeonbuk,2023,4,5492
COVID-19,Jeonbuk,2023,5,4077
COVID-19,Jeonbuk,2023,6,3195
COVID-19,Jeonbuk,2023,7,3011
COVID-19,Jeonbuk,2023,8,2813
COVID-19,Jeonbuk,2023,9,2443
COVID-19,Jeonbuk,2023,10,2795
COVID-19,Jeonbuk,2023,11,2571
COVID-19,Jeonbuk,2023,12,2991
COVID-19,Jeonbuk,2023,13,3101
COVID-19,Jeonbuk,2023,14,2979
COVID-19,Jeonbuk,2023,15,2612
COVID-19,Jeonbuk,2023,16,2839
COVID-19,Jeonbuk,2023,17,2792
COVID-19,Jeonbuk,2023,18,3409
COVID-19,Jeonbuk,2023,19,4213
COVID-19,Jeonbuk,2023,20,4187
COVID-19,Jeonbuk,2023,21,3444
COVID-19,Jeonbuk,2023,22,3678
COVID-19,Jeonbuk,2023,23,3193
COVID-19,Jeonbuk,2023,24,3213
COVID-19,Jeonbuk,2023,25,3174
COVID-19,Jeonbuk,2023,26,3434
COVID-19,Jeonbuk,2023,27,4539
COVID-19,Jeonbuk,2023,28,6153
COVID-19,Jeonbuk,2023,29,8625
COVID-19,Jeonbuk,2023,30,10692
COVID-19,Jeonbuk,2023,31,13177
COVID-19,Jeonbuk,2023,32,15900
COVID-19,Jeonbuk,2023,33,12953
COVID-19,Jeonbuk,2023,34,10746
COVID-19,Jeonbuk,2023,35,5665
COVID-19,Jeonnam,2020,4,0
COVID-19,Jeonnam,2020,5,0
COVID-19,Jeonnam,2020,6,1
COVID-19,Jeonnam,2020,7,0
COVID-19,Jeonnam,2020,8,0
COVID-19,Jeonnam,2020,9,2
COVID-19,Jeonnam,2020,10,1
COVID-19,Jeonnam,2020,11,0
COVID-19,Jeonnam,2020,12,2
COVID-19,Jeonnam,2020,13,3
COVID-19,Jeonnam,2020,14,6
COVID-19,Jeonnam,2020,15,0
COVID-19,Jeonnam,2020,16,0
COVID-19,Jeonnam,2020,17,0
COVID-19,Jeonnam,2020,18,0
COVID-19,Jeonnam,2020,19,1
COVID-19,Jeonnam,2020,20,2
COVID-19,Jeonnam,2020,21,0
COVID-19,Jeonnam,2020,22,1
COVID-19,Jeonnam,2020,23,1
COVID-19,Jeonnam,2020,24,0
COVID-19,Jeonnam,2020,25,0
COVID-19,Jeonnam,2020,26,3
COVID-19,Jeonnam,2020,27,2
COVID-19,Jeonnam,2020,28,7
COVID-19,Jeonnam,2020,29,1
COVID-19,Jeonnam,2020,30,3
COVID-19,Jeonnam,2020,31,2
COVID-19,Jeonnam,2020,32,3
COVID-19,Jeonnam,2020,33,1
COVID-19,Jeonnam,2020,34,32
COVID-19,Jeonnam,2020,35,63
COVID-19,Jeonnam,2020,36,22
COVID-19,Jeonnam,2020,37,7
COVID-19,Jeonnam,2020,38,1
COVID-19,Jeonnam,2020,39,2
COVID-19,Jeonnam,2020,40,4
COVID-19,Jeonnam,2020,41,3
COVID-19,Jeonnam,2020,42,1
COVID-19,Jeonnam,2020,43,4
COVID-19,Jeonnam,2020,44,7
COVID-19,Jeonnam,2020,45,6
COVID-19,Jeonnam,2020,46,44
COVID-19,Jeonnam,2020,47,115
COVID-19,Jeonnam,2020,48,67
COVID-19,Jeonnam,2020,49,24
COVID-19,Jeonnam,2020,50,35
COVID-19,Jeonnam,2020,51,20
COVID-19,Jeonnam,2020,52,44
COVID-19,Jeonnam,2020,53,17
COVID-19,Jeonnam,2021,1,18
COVID-19,Jeonnam,2021,2,52
COVID-19,Jeonnam,2021,3,51
COVID-19,Jeonnam,2021,4,39
COVID-19,Jeonnam,2021,5,17
COVID-19,Jeonnam,2021,6,8
COVID-19,Jeonnam,2021,7,54
COVID-19,Jeonnam,2021,8,31
COVID-19,Jeonnam,2021,9,22
COVID-19,Jeonnam,2021,10,22
COVID-19,Jeonnam,2021,11,2
COVID-19,Jeonnam,2021,12,7
COVID-19,Jeonnam,2021,13,5
COVID-19,Jeonnam,2021,14,52
COVID-19,Jeonnam,2021,15,35
COVID-19,Jeonnam,2021,16,35
COVID-19,Jeonnam,2021,17,17
COVID-19,Jeonnam,2021,18,103
COVID-19,Jeonnam,2021,19,137
COVID-19,Jeonnam,2021,20,92
COVID-19,Jeonnam,2021,21,69
COVID-19,Jeonnam,2021,22,59
COVID-19,Jeonnam,2021,23,33
COVID-19,Jeonnam,2021,24,33
COVID-19,Jeonnam,2021,25,53
COVID-19,Jeonnam,2021,26,29
COVID-19,Jeonnam,2021,27,42
COVID-19,Jeonnam,2021,28,91
COVID-19,Jeonnam,2021,29,123
COVID-19,Jeonnam,2021,30,124
COVID-19,Jeonnam,2021,31,109
COVID-19,Jeonnam,2021,32,149
COVID-19,Jeonnam,2021,33,150
COVID-19,Jeonnam,2021,34,105
COVID-19,Jeonnam,2021,35,134
COVID-19,Jeonnam,2021,36,140
COVID-19,Jeonnam,2021,37,51
COVID-19,Jeonnam,2021,38,121
COVID-19,Jeonnam,2021,39,157
COVID-19,Jeonnam,2021,40,93
COVID-19,Jeonnam,2021,41,133
COVID-19,Jeonnam,2021,42,73
COVID-19,Jeonnam,2021,43,84
COVID-19,Jeonnam,2021,44,176
COVID-19,Jeonnam,2021,45,122
COVID-19,Jeonnam,2021,46,274
COVID-19,Jeonnam,2021,47,240
COVID-19,Jeonnam,2021,48,277
COVID-19,Jeonnam,2021,49,442
COVID-19,Jeonnam,2021,50,406
COVID-19,Jeonnam,2021,51,383
COVID-19,Jeonnam,2021,52,215
COVID-19,Jeonnam,2021,53,29
COVID-19,Jeonnam,2022,1,622
COVID-19,Jeonnam,2022,2,930
COVID-19,Jeonnam,2022,3,1168
COVID-19,Jeonnam,2022,4,1937
COVID-19,Jeonnam,2022,5,4431
COVID-19,Jeonnam,2022,6,8406
COVID-19,Jeonnam,2022,7,12261
COVID-19,Jeonnam,2022,8,21009
COVID-19,Jeonnam,2022,9,34926
COVID-19,Jeonnam,2022,10,56910
COVID-19,Jeonnam,2022,11,83667
COVID-19,Jeonnam,2022,12,86059
COVID-19,Jeonnam,2022,13,86609
COVID-19,Jeonnam,2022,14,64148
COVID-19,Jeonnam,2022,15,43980
COVID-19,Jeonnam,2022,16,26674
COVID-19,Jeonnam,2022,17,18619
COVID-19,Jeonnam,2022,18,12928
COVID-19,Jeonnam,2022,19,10319
COVID-19,Jeonnam,2022,20,6773
COVID-19,Jeonnam,2022,21,4520
COVID-19,Jeonnam,2022,22,2855
COVID-19,Jeonnam,2022,23,2249
COVID-19,Jeonnam,2022,24,1597
COVID-19,Jeonnam,2022,25,1477
COVID-19,Jeonnam,2022,26,1675
COVID-19,Jeonnam,2022,27,2698
COVID-19,Jeonnam,2022,28,5340
COVID-19,Jeonnam,2022,29,10641
COVID-19,Jeonnam,2022,30,15462
COVID-19,Jeonnam,2022,31,22126
COVID-19,Jeonnam,2022,32,33903
COVID-19,Jeonnam,2022,33,38112
COVID-19,Jeonnam,2022,34,32328
COVID-19,Jeonnam,2022,35,22057
COVID-19,Jeonnam,2022,36,14785
COVID-19,Jeonnam,2022,37,12188
COVID-19,Jeonnam,2022,38,6741
COVID-19,Jeonnam,2022,39,5685
COVID-19,Jeonnam,2022,40,3851
COVID-19,Jeonnam,2022,41,3895
COVID-19,Jeonnam,2022,42,4256
COVID-19,Jeonnam,2022,43,5812
COVID-19,Jeonnam,2022,44,7625
COVID-19,Jeonnam,2022,45,8883
COVID-19,Jeonnam,2022,46,9378
COVID-19,Jeonnam,2022,47,10288
COVID-19,Jeonnam,2022,48,10894
COVID-19,Jeonnam,2022,49,13144
COVID-19,Jeonnam,2022,50,15220
COVID-19,Jeonnam,2022,51,15968
COVID-19,Jeonnam,2022,52,13408
COVID-19,Jeonnam,2023,1,15717
COVID-19,Jeonnam,2023,2,10022
COVID-19,Jeonnam,2023,3,6645
COVID-19,Jeonnam,2023,4,5420
COVID-19,Jeonnam,2023,5,3937
COVID-19,Jeonnam,2023,6,3362
COVID-19,Jeonnam,2023,7,2949
COVID-19,Jeonnam,2023,8,2367
COVID-19,Jeonnam,2023,9,2319
COVID-19,Jeonnam,2023,10,2185
COVID-19,Jeonnam,2023,11,1932
COVID-19,Jeonnam,2023,12,1835
COVID-19,Jeonnam,2023,13,2073
COVID-19,Jeonnam,2023,14,2494
COVID-19,Jeonnam,2023,15,2695
COVID-19,Jeonnam,2023,16,2958
COVID-19,Jeonnam,2023,17,3425
COVID-19,Jeonnam,2023,18,3867
COVID-19,Jeonnam,2023,19,4495
COVID-19,Jeonnam,2023,20,4195
COVID-19,Jeonnam,2023,21,3794
COVID-19,Jeonnam,2023,22,3383
COVID-19,Jeonnam,2023,23,3439
COVID-19,Jeonnam,2023,24,3262
COVID-19,Jeonnam,2023,25,3437
COVID-19,Jeonnam,2023,26,4044
COVID-19,Jeonnam,2023,27,5503
COVID-19,Jeonnam,2023,28,7496
COVID-19,Jeonnam,2023,29,11522
COVID-19,Jeonnam,2023,30,13475
COVID-19,Jeonnam,2023,31,14370
COVID-19,Jeonnam,2023,32,13077
COVID-19,Jeonnam,2023,33,9698
COVID-19,Jeonnam,2023,34,8679
COVID-19,Jeonnam,2023,35,4897
COVID-19,Quarantine,2020,4,0
COVID-19,Quarantine,2020,5,0
COVID-19,Quarantine,2020,6,0
COVID-19,Quarantine,2020,7,0
COVID-19,Quarantine,2020,8,0
COVID-19,Quarantine,2020,9,0
COVID-19,Quarantine,2020,10,0
COVID-19,Quarantine,2020,11,1
COVID-19,Quarantine,2020,12,33
COVID-19,Quarantine,2020,13,155
COVID-19,Quarantine,2020,14,114
COVID-19,Quarantine,2020,15,73
COVID-19,Quarantine,2020,16,38
COVID-19,Quarantine,2020,17,17
COVID-19,Quarantine,2020,18,27
COVID-19,Quarantine,2020,19,18
COVID-19,Quarantine,2020,20,18
COVID-19,Quarantine,2020,21,24
COVID-19,Quarantine,2020,22,16
COVID-19,Quarantine,2020,23,13
COVID-19,Quarantine,2020,24,23
COVID-19,Quarantine,2020,25,60
COVID-19,Quarantine,2020,26,76
COVID-19,Quarantine,2020,27,56
COVID-19,Quarantine,2020,28,71
COVID-19,Quarantine,2020,29,117
COVID-19,Quarantine,2020,30,178
COVID-19,Quarantine,2020,31,94
COVID-19,Quarantine,2020,32,44
COVID-19,Quarantine,2020,33,29
COVID-19,Quarantine,2020,34,23
COVID-19,Quarantine,2020,35,33
COVID-19,Quarantine,2020,36,25
COVID-19,Quarantine,2020,37,42
COVID-19,Quarantine,2020,38,23
COVID-19,Quarantine,2020,39,49
COVID-19,Quarantine,2020,40,56
COVID-19,Quarantine,2020,41,31
COVID-19,Quarantine,2020,42,60
COVID-19,Quarantine,2020,43,67
COVID-19,Quarantine,2020,44,76
COVID-19,Quarantine,2020,45,68
COVID-19,Quarantine,2020,46,88
COVID-19,Quarantine,2020,47,111
COVID-19,Quarantine,2020,48,71
COVID-19,Quarantine,2020,49,78
COVID-19,Quarantine,2020,50,75
COVID-19,Quarantine,2020,51,60
COVID-19,Quarantine,2020,52,73
COVID-19,Quarantine,2020,53,37
COVID-19,Quarantine,2021,1,76
COVID-19,Quarantine,2021,2,54
COVID-19,Quarantine,2021,3,54
COVID-19,Quarantine,2021,4,75
COVID-19,Quarantine,2021,5,86
COVID-19,Quarantine,2021,6,58
COVID-19,Quarantine,2021,7,57
COVID-19,Quarantine,2021,8,43
COVID-19,Quarantine,2021,9,37
COVID-19,Quarantine,2021,10,42
COVID-19,Quarantine,2021,11,52
COVID-19,Quarantine,2021,12,43
COVID-19,Quarantine,2021,13,46
COVID-19,Quarantine,2021,14,45
COVID-19,Quarantine,2021,15,67
COVID-19,Quarantine,2021,16,100
COVID-19,Quarantine,2021,17,87
COVID-19,Quarantine,2021,18,90
COVID-19,Quarantine,2021,19,90
COVID-19,Quarantine,2021,20,85
COVID-19,Quarantine,2021,21,83
COVID-19,Quarantine,2021,22,41
COVID-19,Quarantine,2021,23,61
COVID-19,Quarantine,2021,24,82
COVID-19,Quarantine,2021,25,151
COVID-19,Quarantine,2021,26,181
COVID-19,Quarantine,2021,27,172
COVID-19,Quarantine,2021,28,170
COVID-19,Quarantine,2021,29,402
COVID-19,Quarantine,2021,30,179
COVID-19,Quarantine,2021,31,168
COVID-19,Quarantine,2021,32,136
COVID-19,Quarantine,2021,33,114
COVID-19,Quarantine,2021,34,100
COVID-19,Quarantine,2021,35,78
COVID-19,Quarantine,2021,36,70
COVID-19,Quarantine,2021,37,62
COVID-19,Quarantine,2021,38,54
COVID-19,Quarantine,2021,39,53
COVID-19,Quarantine,2021,40,72
COVID-19,Quarantine,2021,41,33
COVID-19,Quarantine,2021,42,20
COVID-19,Quarantine,2021,43,46
COVID-19,Quarantine,2021,44,40
COVID-19,Quarantine,2021,45,36
COVID-19,Quarantine,2021,46,41
COVID-19,Quarantine,2021,47,39
COVID-19,Quarantine,2021,48,56
COVID-19,Quarantine,2021,49,40
COVID-19,Quarantine,2021,50,51
COVID-19,Quarantine,2021,51,60
COVID-19,Quarantine,2021,52,109
COVID-19,Quarantine,2021,53,26
COVID-19,Quarantine,2022,1,378
COVID-19,Quarantine,2022,2,689
COVID-19,Quarantine,2022,3,422
COVID-19,Quarantine,2022,4,357
COVID-19,Quarantine,2022,5,334
COVID-19,Quarantine,2022,6,283
COVID-19,Quarantine,2022,7,278
COVID-19,Quarantine,2022,8,240
COVID-19,Quarantine,2022,9,221
COVID-19,Quarantine,2022,10,225
COVID-19,Quarantine,2022,11,230
COVID-19,Quarantine,2022,12,185
COVID-19,Quarantine,2022,13,147
COVID-19,Quarantine,2022,14,69
COVID-19,Quarantine,2022,15,78
COVID-19,Quarantine,2022,16,59
COVID-19,Quarantine,2022,17,56
COVID-19,Quarantine,2022,18,45
COVID-19,Quarantine,2022,19,29
COVID-19,Quarantine,2022,20,37
COVID-19,Quarantine,2022,21,28
COVID-19,Quarantine,2022,22,25
COVID-19,Quarantine,2022,23,19
COVID-19,Quarantine,2022,24,34
COVID-19,Quarantine,2022,25,36
COVID-19,Quarantine,2022,26,79
COVID-19,Quarantine,2022,27,82
COVID-19,Quarantine,2022,28,150
COVID-19,Quarantine,2022,29,165
COVID-19,Quarantine,2022,30,179
COVID-19,Quarantine,2022,31,215
COVID-19,Quarantine,2022,32,213
COVID-19,Quarantine,2022,33,218
COVID-19,Quarantine,2022,34,160
COVID-19,Quarantine,2022,35,129
COVID-19,Quarantine,2022,36,214
COVID-19,Quarantine,2022,37,250
COVID-19,Quarantine,2022,38,210
COVID-19,Quarantine,2022,39,197
COVID-19,Quarantine,2022,40,219
COVID-19,Quarantine,2022,41,239
COVID-19,Quarantine,2022,42,199
COVID-19,Quarantine,2022,43,183
COVID-19,Quarantine,2022,44,216
COVID-19,Quarantine,2022,45,228
COVID-19,Quarantine,2022,46,222
COVID-19,Quarantine,2022,47,254
COVID-19,Quarantine,2022,48,250
COVID-19,Quarantine,2022,49,250
COVID-19,Quarantine,2022,50,237
COVID-19,Quarantine,2022,51,251
COVID-19,Quarantine,2022,52,241
COVID-19,Quarantine,2023,1,287
COVID-19,Quarantine,2023,2,134
COVID-19,Quarantine,2023,3,114
COVID-19,Quarantine,2023,4,56
COVID-19,Quarantine,2023,5,53
COVID-19,Quarantine,2023,6,64
COVID-19,Quarantine,2023,7,58
COVID-19,Quarantine,2023,8,57
COVID-19,Quarantine,2023,9,50
COVID-19,Quarantine,2023,10,49
COVID-19,Quarantine,2023,11,50
COVID-19,Quarantine,2023,12,49
COVID-19,Quarantine,2023,13,43
COVID-19,Quarantine,2023,14,40
COVID-19,Quarantine,2023,15,41
COVID-19,Quarantine,2023,16,73
COVID-19,Quarantine,2023,17,66
COVID-19,Quarantine,2023,18,95
COVID-19,Quarantine,2023,19,100
COVID-19,Quarantine,2023,20,138
COVID-19,Quarantine,2023,21,111
COVID-19,Quarantine,2023,22,95
COVID-19,Quarantine,2023,23,78
COVID-19,Quarantine,2023,24,59
COVID-19,Quarantine,2023,25,42
COVID-19,Quarantine,2023,26,57
COVID-19,Quarantine,2023,27,33
COVID-19,Quarantine,2023,28,20
COVID-19,Quarantine,2023,29,14
COVID-19,Quarantine,2023,30,11
COVID-19,Quarantine,2023,31,6
COVID-19,Quarantine,2023,32,10
COVID-19,Quarantine,2023,33,15
COVID-19,Quarantine,2023,34,14
COVID-19,Quarantine,2023,35,2
COVID-19,Sejong,2020,4,0
COVID-19,Sejong,2020,5,0
COVID-19,Sejong,2020,6,0
COVID-19,Sejong,2020,7,0
COVID-19,Sejong,2020,8,1
COVID-19,Sejong,2020,9,0
COVID-19,Sejong,2020,10,2
COVID-19,Sejong,2020,11,36
COVID-19,Sejong,2020,12,2
COVID-19,Sejong,2020,13,5
COVID-19,Sejong,2020,14,0
COVID-19,Sejong,2020,15,0
COVID-19,Sejong,2020,16,0
COVID-19,Sejong,2020,17,0
COVID-19,Sejong,2020,18,0
COVID-19,Sejong,2020,19,0
COVID-19,Sejong,2020,20,1
COVID-19,Sejong,2020,21,0
COVID-19,Sejong,2020,22,0
COVID-19,Sejong,2020,23,0
COVID-19,Sejong,2020,24,0
COVID-19,Sejong,2020,25,2
COVID-19,Sejong,2020,26,0
COVID-19,Sejong,2020,27,1
COVID-19,Sejong,2020,28,0
COVID-19,Sejong,2020,29,0
COVID-19,Sejong,2020,30,0
COVID-19,Sejong,2020,31,0
COVID-19,Sejong,2020,32,0
COVID-19,Sejong,2020,33,0
COVID-19,Sejong,2020,34,7
COVID-19,Sejong,2020,35,9
